Cu_Content_at%,Temperature_C,Hardness_HV,Nanoindentation_Hardness_GPa
91,400,213.82201435921863,16.454106359677887
92,400,205.93689048585384,15.136601535323958
93,400,198.31957860212904,13.903656687606112
94,400,191.00412990074835,12.76545001828832
95,400,184.0194062130921,11.728052236714436
96,400,177.3889206856697,10.793284390353325
97,400,171.13080205966935,9.958837916181768
98,400,165.2578745267062,9.218664403639515
99,400,159.77784228422544,8.563679976579177
100,400,154.6935656665126,7.9835945863956335
0,410,193.79983845624187,8.922687425927531
1,410,203.8587048799216,10.064338345852518
2,410,213.98584223586565,11.25370185739607
3,410,224.12672386737248,12.476266892419384
4,410,234.22515359215456,13.718987280712122
5,410,244.22401742028853,14.970714477675344
6,410,254.0660726682889,16.22269667990552
7,410,263.6947579543295,17.468919043926658
8,410,273.0550066132872,18.70624256692886
9,410,282.0940456224158,19.934328061227703
10,410,290.7621622042021,21.15534963944323
11,410,299.0134208787194,22.373517470225007
12,410,306.8063148607799,23.5944429773634
13,410,314.10433730574573,24.824390704949614
14,410,320.8764599526528,26.06946916944246
15,410,327.0975091291726,27.33481767306523
16,410,332.7484317914347,28.62384695642055
17,410,337.8164471841531,29.93758864440436
18,410,342.29508272727776,31.274201853614613
19,410,346.18409576570053,32.628675483148974
20,410,359.4392857599517,33.9927522191044
21,410,362.17220425381686,35.35508593699453
22,410,364.3497724421246,32.52612890215729
23,410,365.99381830147945,33.84072992956754
24,410,367.13054697402174,35.10591045841901
25,410,367.7899593595745,36.3037732500336
26,410,368.0052346410793,37.41698893584058
27,410,367.8120927252611,38.42979955749388
28,410,367.2481523255177,39.32897597072503
29,410,366.3522996647051,40.10466770273455
30,410,365.1640815657721,40.75108947996091
31,410,363.7231350773514,41.26699784956927
32,410,362.06866381237234,41.65592354602294
33,410,360.238968935291,41.926139752730165
34,410,358.2710403019151,42.090362282000704
35,410,356.20021072633426,42.16519396026836
36,410,354.0598738176536,42.17034114972856
37,410,351.8812633917373,42.1276443898428
38,410,349.6932902146655,42.0599767286387
39,410,347.5224298643941,41.99007171305088
40,410,375.2426538857993,41.9393476952768
41,410,373.1753952304804,41.92679579253357
42,410,371.1895382698125,41.967995461119976
43,410,369.3014234832084,42.07431441112879
44,410,367.5248572683578,39.170422263127946
45,410,365.8711181891441,39.42165057518404
46,410,364.3489523395154,39.74246645892581
47,410,362.964552303912,40.12439388714799
48,410,361.7215163605416,40.55461696537689
49,410,360.6207870059061,41.01673389081154
50,410,359.66057046317223,41.49169999125625
51,410,358.8362414457182,41.958903946860325
52,410,358.14023994494875,42.39731370747555
53,410,357.5619690608207,42.78662484990726
54,410,357.0877047616964,43.108344395898975
55,410,356.7005298260183,43.34674741187635
56,410,356.3803049791361,43.489651769733214
57,410,356.1036903165218,43.52896777039129
58,410,355.844229451931,43.46099322596285
59,410,355.572507432747,43.28644021268416
60,410,414.9563913489201,43.01019609065102
61,410,414.5613597888015,42.64083753593725
62,410,414.0509239638548,45.96776459162748
63,410,413.3871395673812,45.449001203979655
64,410,412.53120441104176,44.87721858701201
65,410,411.4441327792889,44.26737745175813
66,410,410.0874934506567,43.633554261091234
67,410,408.4241946539114,42.98801508472956
68,410,406.4192960466836,42.34042843986607
69,410,404.0408252972008,41.69726606315748
70,410,401.2605751616693,41.061428444433226
71,410,398.0548561907317,40.432117589771735
72,410,394.4051804359028,39.80496377243236
73,410,390.298852781868,39.17239695827054
74,410,385.72944877503465,38.52423816262948
75,410,380.6971609765912,37.84847217135085
76,410,375.2089998184202,37.1321517002409
77,410,369.2788395222352,36.36237487954159
78,410,362.9273046647335,35.5272734368116
79,410,356.1814982213018,34.61694838548091
80,410,349.0745771740695,33.624293431110495
81,410,341.6451868037094,32.545653457529234
82,410,333.9367693870884,31.38127589035614
83,410,325.99676700567494,27.351859124054805
84,410,317.8757413750472,26.033183712848132
85,410,259.8764359149491,24.65382772790855
86,410,251.5528066168651,23.22931658523341
87,410,243.20904860278856,21.777738774674948
88,410,234.8986446216487,20.318871368719915
89,410,226.6734601592012,18.87320218859962
90,410,218.5829074424841,17.460908463663262
91,410,210.6731975329448,16.100854364086384
92,410,202.9866960792752,14.809668454175716
93,410,195.56139431366157,13.600957034017467
94,410,188.43050270186444,12.484700912557567
95,410,181.6221704741086,11.46687209010863
96,410,175.15933023524747,10.549294269242305
97,410,169.05966312625452,9.729759266099062
98,410,163.33567670832582,9.002406701837565
99,410,157.99488496159375,8.358411010642978
100,410,153.04007759843893,7.787768817200977
0,420,189.79756889713477,8.759758867311048
1,420,199.61199435142487,9.875772283226176
2,420,209.4930051226559,11.038177652006254
3,420,219.38742082207693,12.232778022144146
4,420,229.2404327560848,13.446798601368563
5,420,238.9963370841918,14.669312814822824
6,420,248.5993044498034,15.891730809115185
7,420,257.9941699765865,17.10813280941641
8,420,267.1272266002242,18.31540613077781
9,420,275.94700426854445,19.513172628985927
10,420,284.4050176168841,20.70351087264135
11,420,292.45646531635697,21.890492264774316
12,420,300.06086538795284,23.07956341607391
13,420,307.18261234423966,24.27681784562432
14,420,313.79144401474605,25.488207983732558
15,420,319.86280826732786,26.71875299371748
16,420,325.378122479444,27.971798817200177
17,420,330.3249214537808,29.248384004906043
18,420,334.69689241885897,30.546758482938515
19,420,338.49379871074655,31.862092814102997
20,420,351.6212966007829,33.186403344422835
21,420,354.2906524241215,34.50870464699632
22,420,356.418369589802,31.664385781860485
23,420,358.02573713976625,32.939792040055224
24,420,359.13831320888994,34.16697999469582
25,420,359.78535797214016,35.32860174478003
26,420,359.99923141551284,36.40786499415974
27,420,359.81477151809355,37.38950967496122
28,420,359.268668183937,38.26073960855403
29,420,358.39884753163585,39.01204936835394
30,420,357.2438799696014,39.63789198986201
31,420,355.8424239042486,40.13714214373924
32,420,354.23271500785484,40.513321303902345
33,420,352.4521087857564,40.77456557294626
34,420,350.5366818109668,40.93333229848095
35,420,348.5208945272878,41.005857466992666
36,420,346.43731605267783,41.01139111202093
37,420,344.3164090373397,40.97125167275088
38,420,342.1863704379958,40.90775153533575
39,420,340.0730221482532,40.84305417881045
40,420,367.69974385343625,40.79802791863828
41,420,365.6874393236836,40.79116190496106
42,420,363.7545266735801,40.83760674069565
43,420,361.9169429346643,40.94839503015517
44,420,360.18815362345214,38.066053441613136
45,420,358.5791588350928,38.319638093452056
46,420,357.09848872170534,38.641710044107626
47,420,355.7521829722752,39.02391828802108
48,420,354.54375102320495,39.45367490138948
49,420,353.47411210067474,39.91489181320604
50,420,352.54151671635924,40.388902013223685
51,420,351.7414537823701,40.85551065194858
52,420,351.06654994738943,41.29411408160021
53,420,350.50646994976825,41.68482120877894
54,420,350.0478286054176,42.00951179794377
55,420,349.6741263804681,42.25277055917499
56,420,349.36572124073257,42.40264371534445
57,420,349.0998495459788,42.45117579117488
58,420,348.8507081204663,42.394697924223536
59,420,348.58960826934623,42.23385423689852
60,420,407.6852104469445,41.973368797655695
61,420,407.30384557830325,41.62157146088119
62,420,406.8099257862848,44.94538211142995
63,420,406.1664436124606,44.44679866053707
64,420,405.3355548979357,43.89594378211096
65,420,404.2792364879086,43.30739825495256
66,420,402.9600060311525,42.694884512015534
67,420,401.3416875555283,42.07036245292561
68,420,399.39020339879374,41.443260855803885
69,420,397.07437062886,40.81989217262773
70,420,394.3666784412643,40.20308666978036
71,420,391.244022281238,39.59206785864707
72,420,387.68837066937033,38.98257582929288
73,420,383.68734193386047,38.36722941350618
74,420,379.23467024144026,37.73610304265672
75,420,374.3305433989455,37.077480670924345
76,420,368.9817987500789,36.37873804573216
77,420,363.20196796079904,35.62729661240179
78,420,357.0111663851905,34.81158793133761
79,420,350.43582782379343,33.921966929468354
80,420,343.5082906099313,32.951515626748986
81,420,336.2662458688977,31.89668595332376
82,420,328.75206328392176,30.75774045450577
83,420,321.01201358730697,26.771629086607412
84,420,313.095410121426,25.481288129087265
85,420,255.55369406634924,24.13136256244136
86,420,247.43948923538483,22.737035122542284
87,420,239.30565266819656,21.31599268835078
88,420,231.20434661993744,19.88757281075109
89,420,223.18615601295733,18.47180929298594
90,420,215.29927308206172,17.088435210444512
91,420,207.58876793352567,15.755904244702847
92,420,200.0959602044479,14.490489910670624
93,420,192.85790312014976,13.305517303488614
94,420,185.9069871770708,12.210773775324016
95,420,179.2706665984649,11.212134159374529
96,420,172.97130778115442,10.31142390899131
97,420,167.02615531718675,9.506531970140898
98,420,161.4474079549717,8.79178065716687
99,420,156.24239415381123,8.158595713738416
100,420,151.41383474784163,7.597252738974534
0,430,185.8891777079339,8.600356771714742
1,430,195.46517277178464,9.691352019320444
2,430,205.10610915524336,10.827457008442195
3,430,214.7601194980358,11.994781994382556
4,430,224.3737483380256,13.18081787944051
5,430,233.8926671674468,14.374855634693615
6,430,243.2624250614308,15.568464408650357
7,430,252.429219169294,16.75581815503854
8,430,261.3406684588623,17.933830785175783
9,430,269.9465736780796,19.102086973958137
10,430,278.19964657020165,20.26257276954788
11,430,286.05619195509354,21.41922471758948
12,430,293.4767273573684,22.577328953905305
13,430,300.4265263922109,23.74281222432993
14,430,306.87607406480095,24.921474494436936
15,430,312.8014244372968,26.11821724556419
16,430,318.18445369374285,27.33632242563669
17,430,323.0130044036435,28.576834259790378
18,430,327.2809196584027,29.83808988300648
19,430,330.9879686373418,31.115435415860585
20,430,343.9896679579632,32.401152248903855
21,430,346.5970057886143,33.68460468187275
22,430,348.6760780677137,30.82610555113465
23,430,350.2476482088849,32.06348200662235
24,430,351.33664331440514,33.25381010566109
25,430,351.9716011229475,34.38027525593302
26,430,352.1840826496069,35.42660652908241
27,430,352.0080657207006,36.378027081118326
28,430,351.4793343633244,37.22216075262382
29,430,350.6348782968665,37.9498365472742
30,430,349.51231562296147,38.55573802619581
31,430,348.14935026856904,39.03885339609274
32,430,346.5832738638544,39.4026936814191
33,430,344.8505196034408,39.65526014228872
34,430,342.9862733265805,39.808757179351865
35,430,341.0241446456861,39.8790624195978
36,430,338.9958985443285,39.88498054315546
37,430,336.93124554719725,39.84732076635835
38,430,334.8576864256725,39.78784890956168
39,430,332.8004055285368,39.728172963199945
40,430,360.33220529462704,39.68862552307328
41,430,358.3734733781582,39.68720711384608
42,430,356.4921731488457,39.73865121019401
43,430,354.70384815151743,39.853664886112426
44,430,353.021631437902,36.992638886768326
45,430,351.45625150983153,37.24835813435772
46,430,350.016027909219,37.57147902077377
47,430,348.7068512045975,37.95377419003957
48,430,347.5321441840759,38.38287981666556
49,430,346.4928033780593,38.84301558910648
50,430,345.58712249324293,39.31588460236349
51,430,344.8107018208952,39.78169993398688
52,430,344.15635005839107,40.220277450914764
53,430,343.6139871226007,40.612130804548045
54,430,343.1705583108078,40.9395048318662
55,430,342.80997146408606,41.18728767157442
56,430,342.5130695117998,41.343749574160775
57,430,342.2576508499971,41.40106716375686
58,430,342.0185493856163,41.3556051389397
59,430,341.76778475020814,41.20794227062535
60,430,400.5747911742383,40.96264415903397
61,430,400.2067308751715,40.62780059430161
62,430,399.72889464368734,43.94785958596687
63,430,399.1051887387615,43.468802315757216
64,430,398.2987033771112,42.938212681259664
65,430,397.27235419897215,42.3703011617607
66,430,395.9895842956667,41.77844508532367
67,430,394.4151108829903,41.17430587160404
68,430,392.5156976791791,40.56707857038682
69,430,390.2609316614811,39.96292034650895
70,430,387.6239812696157,39.36459302491079
71,430,384.5823124023042,38.77134113028805
72,430,381.1183387789484,38.17901189218113
73,430,377.21998443231394,37.580408375381786
74,430,372.88113823310687,36.965852194593175
75,430,368.1019833511959,36.32391909890296
76,430,362.8891883156662,35.64229988601574
77,430,357.2559506944535,34.90873129972788
78,430,351.2218891917801,34.11193725739068
79,430,344.8127849553259,33.24252020692469
80,430,338.0601778821194,32.293745648473994
81,430,331.000828500255,31.262169659549524
82,430,323.67606038175563,30.14806919648807
83,430,316.1310018304738,26.20464737586886
84,430,308.4137486380206,24.942000078927222
85,430,251.32447189720529,23.62084517701577
86,430,243.41449613475584,22.25603050578548
87,430,235.485373345377,20.864850490520777
88,430,227.5879778935532,19.46621318576302
89,430,219.77164575545143,18.079708704338643
90,430,212.08337929536032,16.724636010631666
91,430,204.56713583466595,15.419047484402489
92,430,197.2632148249923,14.178869401202393
93,430,190.20775464426785,13.0171516473505
94,430,183.43234606472544,11.943491973959578
95,430,176.96376546243198,10.963669567202617
96,430,170.82382700590438,10.07951076459292
97,430,165.02934951669542,9.28899848712826
98,430,159.5922305550436,8.586632548750442
99,430,154.51961763994586,7.964083186644888
100,430,149.8141644279045,7.411897478037357
0,440,182.0723470234278,8.444395613162802
1,440,191.41577387406625,9.510976215336523
2,440,200.8225386374185,10.62142162698354
3,440,210.2420545628985,11.762142554356878
4,440,219.62218600843232,12.920890029468314
5,440,228.9099458418904,14.087168232240195
6,440,238.0522275365292,15.252702415899856
7,440,246.99655663878144,16.411758935497957
8,440,255.6918454087657,17.56127855243863
9,440,264.0891340183751,18.700810478192054
10,440,272.14230176208446,19.83225117927496
11,440,279.8087322976004,20.959406150509484
12,440,287.04991797532665,22.087405284438592
13,440,293.8319898079439,23.22201270709912
14,440,300.1261615284506,24.368879464639058
15,440,305.9090784263171,25.532791772869743
16,440,311.1630641641977,26.71696839857552
17,440,315.8762614796258,27.92245805476104
18,440,320.04266547861977,29.147681614020023
19,440,323.662051039484,30.388154845911423
20,440,336.53979857394944,31.6364158344076
21,440,339.0866249515203,32.882167961643056
22,440,341.1182287004797,30.01063520238284
23,440,342.6548605839422,31.211112370178714
24,440,343.72083225183684,32.36567980496858
25,440,344.34397684355844,33.45804065103411
26,440,344.55507612996263,34.47243009022972
27,440,344.38726902184584,35.39454025420821
28,440,343.87545603552707,36.21240242803674
29,440,343.05571361096867,36.91716973868688
30,440,341.9647310555665,37.50374872255419
31,440,340.63928138300685,37.97123668250154
32,440,339.1157354898254,38.32313306122976
33,440,337.42962703186504,38.56730647944549
34,440,335.61527310691173,38.71571378505
35,440,333.7054535030907,38.78388252214425
36,440,331.7311489237343,38.79018272038833
37,440,329.7213363380635,38.75492692498514
38,440,327.7028375209942,38.6993481248758
39,440,325.7002150175216,38.64451302228126
40,440,353.13570827226187,38.61023243334172
41,440,351.22920156645404,38.61403124191105
42,440,349.3982147526347,38.6702371992788
43,440,347.65790760414285,38.789241154775326
44,440,346.0210889165044,35.94930475074319
45,440,344.49822230389753,36.20694581519299
46,440,343.09742189801347,36.53091738834552
47,440,341.82443282872987,36.91311438775683
48,440,340.6825933752164,37.3413932717806
49,440,339.6727779324632,37.80027562628658
50,440,338.7933223356976,38.27182724514723
51,440,338.0399355053836,38.73666076557476
52,440,337.40560369279046,39.175002867546446
53,440,336.88049569292787,39.56776354255583
54,440,336.4518791248377,39.89754518960911
55,440,336.10405914641325,40.14953328695356
56,440,335.81835167677843,40.31221787087485
57,440,335.5731032715357,40.3779055701558
58,440,335.343769190675,40.342994853752266
59,440,335.1030599035056,40.20800166117463
60,440,393.6211643120321,39.97733781305872
61,440,393.2660554014586,39.65885961244465
62,440,392.8038809358961,42.9745512605836
63,440,392.1994383319618,42.51438627594624
64,440,391.4167291121689,42.003419294650925
65,440,390.41958453285815,41.45549988489039
66,440,389.1723502786433,40.88366896919459
67,440,387.6406147003653,40.2992969830982
68,440,385.7919621229811,39.71135110666154
69,440,383.5967304239459,39.125837113189775
70,440,381.0287505165632,38.5454501212875
71,440,378.06604466849655,37.96945518643591
72,440,374.6914608059635,37.39380406391321
73,440,370.8932211184225,36.81147953062393
74,440,366.6653653608999,36.213044303659615
75,440,362.0080721807839,35.58735873380762
76,440,356.9278454605901,34.92242088339678
77,440,351.43755691914083,34.20627497525912
78,440,345.5563408731254,33.42792999241466
79,440,339.3093419314192,32.578229670141305
80,440,332.7273212682187,31.650618276153804
81,440,325.8461317909458,30.641753211544543
82,440,318.7060767889946,29.55192515758439
83,440,311.3511703444258,25.65059195674887
84,440,303.8283207595242,24.41501288119548
85,440,247.18646039840436,23.12198453693225
86,440,239.47564658071397,21.786027458727425
87,440,231.74615847787345,20.424052562288075
88,440,224.04761436183264,19.054548197809467
89,440,216.4281320991668,17.696670875618103
90,440,208.93355356165532,16.369295260238648
91,440,201.6067507605524,15.090081406271128
92,440,194.4870281504762,13.874615984057437
93,440,187.60963184962475,12.73567953606359
94,440,181.00537265128577,11.682683989420926
95,440,174.70036582044509,10.7213143817698
96,440,168.71588693188022,9.853397104644497
97,440,163.06833954896007,9.077005991205183
98,440,157.76932748011427,8.386813302508763
99,440,152.8258217714669,7.77472713335673
100,440,148.24041056050785,7.231558740020168
0,450,178.34481620670078,8.291792084323774
1,450,187.46139228368256,9.334546171438168
2,450,196.63974245474137,10.419956301942964
3,450,205.83052896061315,11.534727027670286
4,450,214.9829033928134,12.66686406157104
5,450,224.04518687616616,13.806080540415662
6,450,232.96558408874492,14.944254975132218
7,450,241.69291617585756,16.075744807835445
8,450,250.17735675841425,17.19751788021909
9,450,258.3711548307714,18.309089601315677
10,450,266.2293284116804,19.41226971223525
11,450,273.71031336008826,20.510736364382883
12,450,280.77655278365467,21.609467334441604
13,450,287.3950139233369,22.7140681859014
14,450,293.53762124759794,23.83004451606084
15,450,299.1815966757657,24.96206965150696
16,450,304.3097003008187,26.11329999666573
17,450,308.91036761714344,27.284787628105047
18,450,312.9777419921192,28.475033809732977
19,450,316.5116038623247,29.679718242241
20,450,329.26720079665205,30.891627608213557
21,450,331.7549850641546,32.100794045018446
22,450,333.74026759507103,29.2173403973002
23,450,335.24279915939326,30.38201535677817
24,450,336.28629115027474,31.50188877980186
25,450,336.89788950445006,32.56116641917952
26,450,337.1076159881447,33.544574743864665
27,450,336.9477913095321,34.438261019504175
28,450,336.4524542881129,35.230651762141335
29,450,335.6567906333735,35.91321421530773
30,450,334.59658379048216,36.48107056668084
31,450,333.3076988441824,36.933422918558485
32,450,331.82560869037496,37.27375805426001
33,450,330.18496965581386,37.50981412340906
34,450,328.4192515461218,37.65330569472525
35,450,326.5604248135716,37.719418307247366
36,450,324.63870524520485,37.72609777773114
37,450,322.6823543663233,37.69317221467183
38,450,320.7175317198605,37.641355157723766
39,450,318.7681933994152,37.59118585235089
40,450,346.10602975575927,37.56196690800528
41,450,344.2504341254789,37.57076020508406
42,450,342.46849379441016,37.63149886483163
43,450,340.77499423975473,37.754266555321394
44,450,339.1824280067501,34.93520243353016
45,450,337.7010003620202,35.19456119821252
46,450,336.33862509863053,35.519193783703706
47,450,335.100905498697,35.901116002064775
48,450,333.9910974189827,36.32840083836086
49,450,333.0100536655888,36.78586602223991
50,450,332.15615116211694,37.25593278748753
51,450,331.4252047761625,37.71960513594578
52,450,330.810373929068,38.157512041046665
53,450,330.30207014915896,38.55095160617155
54,450,329.8878754190836,38.88287643823703
55,450,329.5524824037672,39.13876338935547
56,450,329.27766833393423,39.30731811984044
57,450,329.0423143906343,39.38097519774141
58,450,328.8224818456474,39.35616704660684
59,450,328.5915549491963,39.23334921478641
60,450,386.8204586419174,39.01678430089198
61,450,386.477956658828,38.71410152248513
62,450,386.031032578721,42.02482912926359
63,450,385.4453529730941,41.58294180956168
64,450,384.6858081700366,41.090974210291456
65,450,383.717122435352,40.56242413888112
66,450,382.5045217618373,40.01000459173888
67,450,381.01444412697873,39.444802326790885
68,450,379.21527420160174,38.87556236474209
69,450,377.0780822235764,38.308142883678535
70,450,374.5773452232588,37.7451739853475
71,450,371.6916281004576,37.18594078283255
72,450,368.4042022676007,36.626497005534056
73,450,364.703580709325,36.060000730944616
74,450,360.5839503396296,35.47724984568753
75,450,356.0454853950829,34.867382284891704
76,450,351.0945291767692,34.218695780766666
77,450,345.7436355996406,33.51953440809021
78,450,340.01146655242417,32.75918510436927
79,450,333.92254582139003,31.9287268135664
80,450,327.5068750846377,31.021777976920973
81,450,320.79942203815074,30.03509456858841
82,450,313.83949487956284,28.96898033063728
83,450,306.67002097937615,25.10914936498744
84,450,299.3367504697659,23.900028038491342
85,450,243.1374075704716,22.634497401110693
86,450,235.62081368151576,21.32675810976524
87,450,228.08600657715272,19.99334630660215
88,450,220.5813794498332,18.65234020171026
89,450,213.1538621317735,17.32247255681812
90,450,205.8481646549063,16.022203321357924
91,450,198.7061005167561,14.768808996177984
92,450,191.7660037414989,13.57754410869951
93,450,185.062250217574,12.460925594271083
94,450,178.62489001707212,11.428183256093792
95,450,172.47939361678937,10.48490946039784
96,450,166.64651129569015,9.63292985788052
97,450,161.14224161172095,8.870406220375173
98,450,155.97790187426028,8.192178340931493
99,450,151.16029101369037,7.590385711445469
100,450,146.69193326615857,7.056096660307631
0,460,174.7043804361615,8.142465036047545
1,460,183.59968201495676,9.161965754782749
2,460,192.55523248001177,10.222948837132789
3,460,201.5229122256792,11.312406222230187
4,460,210.4531282951533,12.418592968895666
5,460,219.29547776923232,13.531427002245673
6,460,227.99944415704485,14.642937293294054
7,460,236.51511221432312,15.747571070043511
8,460,244.7938857796606,16.84232346199905
9,460,252.7891928239437,17.92667768191806
10,460,260.45716197499786,19.00235952136666
11,460,267.7572553140693,20.07292339903246
12,460,274.65284323179344,21.143199001415105
13,460,281.1117085508544,22.218637292571984
14,460,287.1064689270585,23.304601818158176
15,460,292.61490867254935,24.405655352016915
16,460,297.6202135351264,25.52489276023392
17,460,302.11110453783715,26.66336841832735
18,460,306.08186964883555,27.819660755937043
19,460,309.5322947257405,28.98960787195091
20,460,322.1674977745064,30.16623720129874
21,460,324.59767299674417,31.339899617144106
22,460,326.5377532944782,28.44560492420418
23,460,328.0070017894515,29.57554230500632
24,460,329.0285444384349,30.661756789148665
25,460,329.6288569425968,31.68894204137309
26,460,329.83721982811346,32.64230141686844
27,460,329.68515580203024,33.50842386878287
28,460,329.2058632624001,34.27611928166883
29,460,328.43365918044645,34.93715930058867
30,460,327.4034435049288,35.486874660361195
31,460,326.15019580849304,35.9245681048747
32,460,324.70851315811944,36.25371273320002
33,460,323.11219621280594,36.48191835795486
34,460,321.39388840572985,36.62066242441772
35,460,319.58477083588485,36.68479635053886
36,460,317.7143132598724,36.69185191910385
37,460,315.8100794234484,36.661184727210006
38,460,313.89758298813,36.61300190428182
39,460,312.0001885694574,36.56732871126848
40,460,339.2390509815341,36.542972766640986
41,460,337.43308473775966,36.55654524673716
42,460,335.69895523737983,36.62159543311324
43,460,334.05108290286324,36.74790860110112
44,460,332.5016518374068,33.94950784285436
45,460,331.06061533870326,34.210388560019794
46,460,329.7356918075716,34.53550076035648
47,460,328.5323461805992,34.91697976938093
48,460,327.45375392715914,35.343111398518786
49,460,326.500746797495,35.79900387411777
50,460,325.6717417891076,36.26742675548507
51,460,324.9626571008795,36.72976738290072
52,460,324.36682104864195,37.167048681966
53,460,323.8748819009296,37.5609488125439
54,460,323.47472824233165,37.89476338846572
55,460,323.15143067722306,38.15425479094709
56,460,322.88721635810464,38.32834022113977
57,460,322.6614878915237,38.40958015008289
58,460,322.450897598566,38.39444111602012
59,460,322.2294868746577,38.28332063888449
60,460,380.1688985262089,38.08033652529728
61,460,379.8386675143668,37.79289713804428
62,460,379.4065925962688,41.098082427153685
63,460,378.83918803878254,40.673876856790855
64,460,378.10221103088537,40.20030412051611
65,460,377.1612567993615,39.69051918327951
66,460,375.9824099103049,39.15691538041452
67,460,374.5329369904901,38.61030291422321
68,460,372.7820032960011,38.05921021196552
69,460,370.7013933430801,37.50935155608949
70,460,368.2662143264488,36.96329367656812
71,460,365.4555603804253,36.42034128011619
72,460,362.2531159477364,35.876647579324185
73,460,358.64767762843894,35.32554164750408
74,460,354.6335758621365,34.75805075247009
75,460,350.2109805834816,34.16358356791822
76,460,345.3860784768964,33.530730087458714
77,460,340.17111350006854,32.84812679837541
78,460,334.5842867780508,32.10533165716224
79,460,328.6495166026729,31.293652888940848
80,460,322.3960639079627,30.40687863006064
81,460,315.85803303441384,29.441860748639755
82,460,309.0737616568023,28.398915404749253
83,460,302.08511726507624,24.58001446191126
84,460,294.93672041662285,23.39675500204864
85,460,239.17511701599773,22.158108097030933
86,460,231.8479230585619,20.8779617768172
87,460,224.50296557160965,19.57248594284481
88,460,217.1874429154127,18.259358006953505
89,460,209.9471262205015,16.95689660766876
90,460,202.8256216241869,15.683156343020029
